S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
1897,29/09/2020,Chhattisgarh,108458,33044,74537,877
1898,30/09/2020,Chhattisgarh,110655,31225,78514,916
1899,1/10/2020,Chhattisgarh,113602,30927,81718,957
1900,2/10/2020,Chhattisgarh,116153,30468,84699,986
1901,3/10/2020,Chhattisgarh,118790,29693,88095,1002
1902,4/10/2020,Chhattisgarh,121400,29292,91077,1031
1903,5/10/2020,Chhattisgarh,123324,28548,93731,1045
1904,6/10/2020,Chhattisgarh,126005,27857,97067,1081
1905,7/10/2020,Chhattisgarh,128893,27238,100551,1104
1906,8/10/2020,Chhattisgarh,131739,26777,103828,1134
1907,9/10/2020,Chhattisgarh,134612,27427,106027,1158
1908,10/10/2020,Chhattisgarh,137570,27439,108935,1196
1909,11/10/2020,Chhattisgarh,140258,27369,111654,1235
1910,12/10/2020,Chhattisgarh,142372,27348,113771,1253
1911,13/10/2020,Chhattisgarh,145247,27421,116540,1286
1912,14/10/2020,Chhattisgarh,147866,27208,119352,1306
1913,15/10/2020,Chhattisgarh,150696,27809,121548,1339
1914,16/10/2020,Chhattisgarh,153515,28187,123943,1385
1915,17/10/2020,Chhattisgarh,155987,27693,126869,1425
1916,18/10/2020,Chhattisgarh,158502,27180,129883,1439
1917,19/10/2020,Chhattisgarh,160396,26750,132168,1478
1918,20/10/2020,Chhattisgarh,162772,25979,135259,1534
1919,21/10/2020,Chhattisgarh,165279,25709,137986,1584
1920,22/10/2020,Chhattisgarh,167639,25795,140216,1628
1921,23/10/2020,Chhattisgarh,170130,25238,143212,1680
1922,24/10/2020,Chhattisgarh,172580,24620,146222,1738
1923,25/10/2020,Chhattisgarh,174591,23899,148899,1793
1924,26/10/2020,Chhattisgarh,175959,23743,150398,1818
1925,27/10/2020,Chhattisgarh,177608,22093,153654,1861
1926,28/10/2020,Chhattisgarh,179654,21693,156080,1881
1927,29/10/2020,Chhattisgarh,181583,22167,157480,1936
1928,30/10/2020,Chhattisgarh,183588,22331,159268,1989
1929,31/10/2020,Chhattisgarh,185306,22350,160918,2038
1930,1/11/2020,Chhattisgarh,187270,22090,163079,2101
1931,2/11/2020,Chhattisgarh,188813,22126,164537,2150
1932,3/11/2020,Chhattisgarh,190513,21914,166391,2208
1933,4/11/2020,Chhattisgarh,192237,21770,168201,2266
1934,5/11/2020,Chhattisgarh,194499,22773,169410,2316
1935,6/11/2020,Chhattisgarh,196233,23113,170760,2360
1936,7/11/2020,Chhattisgarh,197991,23066,172513,2412
1937,8/11/2020,Chhattisgarh,199562,23256,173872,2434
1938,9/11/2020,Chhattisgarh,200937,22361,176129,2447
1939,10/11/2020,Chhattisgarh,202523,21221,178838,2464
1940,11/11/2020,Chhattisgarh,204202,20725,180995,2482
1941,12/11/2020,Chhattisgarh,205923,20226,183190,2507
1942,13/11/2020,Chhattisgarh,207740,20061,185152,2527
1943,14/11/2020,Chhattisgarh,209288,19221,187522,2545
1944,15/11/2020,Chhattisgarh,210004,19275,188167,2562
1945,16/11/2020,Chhattisgarh,210534,19087,188869,2578
1946,17/11/2020,Chhattisgarh,211644,18577,190463,2604
1947,18/11/2020,Chhattisgarh,213365,18561,192181,2623
1948,19/11/2020,Chhattisgarh,215413,18770,193997,2646
1949,20/11/2020,Chhattisgarh,217562,19421,195469,2672
1950,9/5/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1951,10/5/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1952,11/5/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1953,12/5/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1954,13/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1955,14/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1956,15/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1957,16/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1958,17/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1959,18/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1960,19/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1961,20/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1962,21/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1963,22/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1964,23/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
1965,24/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
1966,25/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
1967,26/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
1968,27/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
1969,28/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
1970,29/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
1971,30/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
1972,31/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
1973,1/6/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
1974,2/6/2020,Dadra and Nagar Haveli and Daman and Diu,3,2,1,0
1975,3/6/2020,Dadra and Nagar Haveli and Daman and Diu,4,3,1,0
1976,4/6/2020,Dadra and Nagar Haveli and Daman and Diu,8,7,1,0
1977,5/6/2020,Dadra and Nagar Haveli and Daman and Diu,12,11,1,0
1978,6/6/2020,Dadra and Nagar Haveli and Daman and Diu,14,13,1,0
1979,7/6/2020,Dadra and Nagar Haveli and Daman and Diu,19,18,1,0
1980,8/6/2020,Dadra and Nagar Haveli and Daman and Diu,20,18,2,0
1981,9/6/2020,Dadra and Nagar Haveli and Daman and Diu,22,20,2,0
1982,10/6/2020,Dadra and Nagar Haveli and Daman and Diu,22,20,2,0
1983,11/6/2020,Dadra and Nagar Haveli and Daman and Diu,28,26,2,0
1984,12/6/2020,Dadra and Nagar Haveli and Daman and Diu,30,28,2,0
1985,13/06/2020,Dadra and Nagar Haveli and Daman and Diu,30,28,2,0
1986,14/06/2020,Dadra and Nagar Haveli and Daman and Diu,35,33,2,0
1987,15/06/2020,Dadra and Nagar Haveli and Daman and Diu,36,34,2,0
1988,16/06/2020,Dadra and Nagar Haveli and Daman and Diu,36,31,5,0
1989,17/06/2020,Dadra and Nagar Haveli and Daman and Diu,45,36,9,0
1990,18/06/2020,Dadra and Nagar Haveli and Daman and Diu,57,45,12,0
1991,19/06/2020,Dadra and Nagar Haveli and Daman and Diu,58,45,13,0
1992,20/06/2020,Dadra and Nagar Haveli and Daman and Diu,62,48,14,0
1993,21/06/2020,Dadra and Nagar Haveli and Daman and Diu,68,42,26,0
1994,22/06/2020,Dadra and Nagar Haveli and Daman and Diu,88,62,26,0
1995,23/06/2020,Dadra and Nagar Haveli and Daman and Diu,91,64,27,0
1996,24/06/2020,Dadra and Nagar Haveli and Daman and Diu,120,91,29,0
1997,25/06/2020,Dadra and Nagar Haveli and Daman and Diu,120,90,30,0
1998,26/06/2020,Dadra and Nagar Haveli and Daman and Diu,155,123,32,0
1999,27/06/2020,Dadra and Nagar Haveli and Daman and Diu,163,122,41,0
2000,28/06/2020,Dadra and Nagar Haveli and Daman and Diu,177,122,55,0
2001,29/06/2020,Dadra and Nagar Haveli and Daman and Diu,178,118,60,0
2002,30/06/2020,Dadra and Nagar Haveli and Daman and Diu,203,126,77,0
2003,1/7/2020,Dadra and Nagar Haveli and Daman and Diu,213,131,82,0
2004,2/7/2020,Dadra and Nagar Haveli and Daman and Diu,215,129,86,0
2005,3/7/2020,Dadra and Nagar Haveli and Daman and Diu,230,141,89,0
2006,4/7/2020,Dadra and Nagar Haveli and Daman and Diu,257,161,96,0
2007,5/7/2020,Dadra and Nagar Haveli and Daman and Diu,271,175,96,0
2008,6/7/2020,Dadra and Nagar Haveli and Daman and Diu,271,165,106,0
2009,7/7/2020,Dadra and Nagar Haveli and Daman and Diu,297,183,114,0
2010,8/7/2020,Dadra and Nagar Haveli and Daman and Diu,405,222,183,0
2011,9/7/2020,Dadra and Nagar Haveli and Daman and Diu,408,224,184,0
2012,10/7/2020,Dadra and Nagar Haveli and Daman and Diu,411,222,189,0
2013,11/7/2020,Dadra and Nagar Haveli and Daman and Diu,459,248,211,0
2014,12/7/2020,Dadra and Nagar Haveli and Daman and Diu,471,245,226,0
2015,13/07/2020,Dadra and Nagar Haveli and Daman and Diu,479,234,245,0
2016,14/07/2020,Dadra and Nagar Haveli and Daman and Diu,495,226,268,1
2017,15/07/2020,Dadra and Nagar Haveli and Daman and Diu,520,209,310,1
2018,16/07/2020,Dadra and Nagar Haveli and Daman and Diu,539,180,357,2
2019,17/07/2020,Dadra and Nagar Haveli and Daman and Diu,552,179,371,2
2020,18/07/2020,Dadra and Nagar Haveli and Daman and Diu,585,182,401,2
2021,19/07/2020,Dadra and Nagar Haveli and Daman and Diu,602,186,414,2
2022,20/07/2020,Dadra and Nagar Haveli and Daman and Diu,605,189,414,2
2023,21/07/2020,Dadra and Nagar Haveli and Daman and Diu,684,234,448,2
2024,22/07/2020,Dadra and Nagar Haveli and Daman and Diu,705,240,463,2
2025,23/07/2020,Dadra and Nagar Haveli and Daman and Diu,733,257,474,2
2026,24/07/2020,Dadra and Nagar Haveli and Daman and Diu,770,279,489,2
2027,25/07/2020,Dadra and Nagar Haveli and Daman and Diu,815,301,512,2
2028,26/07/2020,Dadra and Nagar Haveli and Daman and Diu,860,328,530,2
2029,27/07/2020,Dadra and Nagar Haveli and Daman and Diu,914,362,550,2
2030,28/07/2020,Dadra and Nagar Haveli and Daman and Diu,946,380,564,2
2031,29/07/2020,Dadra and Nagar Haveli and Daman and Diu,982,384,596,2
2032,30/07/2020,Dadra and Nagar Haveli and Daman and Diu,1026,376,648,2
2033,31/07/2020,Dadra and Nagar Haveli and Daman and Diu,1064,394,668,2
2034,1/8/2020,Dadra and Nagar Haveli and Daman and Diu,1100,412,686,2
2035,2/8/2020,Dadra and Nagar Haveli and Daman and Diu,1145,418,725,2
2036,3/8/2020,Dadra and Nagar Haveli and Daman and Diu,1184,416,766,2
2037,4/8/2020,Dadra and Nagar Haveli and Daman and Diu,1274,412,860,2
2038,5/8/2020,Dadra and Nagar Haveli and Daman and Diu,1325,404,919,2
2039,6/8/2020,Dadra and Nagar Haveli and Daman and Diu,1366,404,960,2
2040,7/8/2020,Dadra and Nagar Haveli and Daman and Diu,1391,416,973,2
2041,8/8/2020,Dadra and Nagar Haveli and Daman and Diu,1437,421,1014,2
2042,9/8/2020,Dadra and Nagar Haveli and Daman and Diu,1456,417,1037,2
2043,10/8/2020,Dadra and Nagar Haveli and Daman and Diu,1564,441,1121,2
2044,11/8/2020,Dadra and Nagar Haveli and Daman and Diu,1613,444,1167,2
2045,12/8/2020,Dadra and Nagar Haveli and Daman and Diu,1653,442,1209,2
2046,13/08/2020,Dadra and Nagar Haveli and Daman and Diu,1696,446,1248,2
2047,14/08/2020,Dadra and Nagar Haveli and Daman and Diu,1752,458,1292,2
2048,15/08/2020,Dadra and Nagar Haveli and Daman and Diu,1797,464,1331,2
2049,16/08/2020,Dadra and Nagar Haveli and Daman and Diu,1843,457,1384,2
2050,17/08/2020,Dadra and Nagar Haveli and Daman and Diu,1878,445,1431,2
2051,18/08/2020,Dadra and Nagar Haveli and Daman and Diu,1908,447,1459,2
2052,19/08/2020,Dadra and Nagar Haveli and Daman and Diu,1951,425,1524,2
2053,20/08/2020,Dadra and Nagar Haveli and Daman and Diu,1995,389,1604,2
2054,21/08/2020,Dadra and Nagar Haveli and Daman and Diu,2030,401,1627,2
2055,22/08/2020,Dadra and Nagar Haveli and Daman and Diu,2082,428,1652,2
2056,23/08/2020,Dadra and Nagar Haveli and Daman and Diu,2120,416,1702,2
2057,24/08/2020,Dadra and Nagar Haveli and Daman and Diu,2161,406,1753,2
2058,25/08/2020,Dadra and Nagar Haveli and Daman and Diu,2181,393,1786,2
2059,26/08/2020,Dadra and Nagar Haveli and Daman and Diu,2203,381,1820,2
2060,27/08/2020,Dadra and Nagar Haveli and Daman and Diu,2228,364,1862,2
2061,28/08/2020,Dadra and Nagar Haveli and Daman and Diu,2266,348,1916,2
2062,29/08/2020,Dadra and Nagar Haveli and Daman and Diu,2290,328,1960,2
2063,30/08/2020,Dadra and Nagar Haveli and Daman and Diu,2306,306,1998,2
2064,31/08/2020,Dadra and Nagar Haveli and Daman and Diu,2340,296,2042,2
2065,1/9/2020,Dadra and Nagar Haveli and Daman and Diu,2367,284,2081,2
2066,2/9/2020,Dadra and Nagar Haveli and Daman and Diu,2386,262,2122,2
2067,3/9/2020,Dadra and Nagar Haveli and Daman and Diu,2435,292,2141,2
2068,4/9/2020,Dadra and Nagar Haveli and Daman and Diu,2450,294,2154,2
2069,5/9/2020,Dadra and Nagar Haveli and Daman and Diu,2467,285,2180,2
2070,6/9/2020,Dadra and Nagar Haveli and Daman and Diu,2537,301,2234,2
2071,7/9/2020,Dadra and Nagar Haveli and Daman and Diu,2575,302,2271,2
2072,8/9/2020,Dadra and Nagar Haveli and Daman and Diu,2590,297,2291,2
2073,9/9/2020,Dadra and Nagar Haveli and Daman and Diu,2617,294,2321,2
2074,10/9/2020,Dadra and Nagar Haveli and Daman and Diu,2643,295,2346,2
2075,11/9/2020,Dadra and Nagar Haveli and Daman and Diu,2671,294,2375,2
2076,12/9/2020,Dadra and Nagar Haveli and Daman and Diu,2695,280,2413,2
2077,13/09/2020,Dadra and Nagar Haveli and Daman and Diu,2725,279,2444,2
2078,14/09/2020,Dadra and Nagar Haveli and Daman and Diu,2745,255,2488,2
2079,15/09/2020,Dadra and Nagar Haveli and Daman and Diu,2763,248,2513,2
2080,16/09/2020,Dadra and Nagar Haveli and Daman and Diu,2783,229,2552,2
2081,17/09/2020,Dadra and Nagar Haveli and Daman and Diu,2810,233,2575,2
2082,18/09/2020,Dadra and Nagar Haveli and Daman and Diu,2831,221,2608,2
2083,19/09/2020,Dadra and Nagar Haveli and Daman and Diu,2859,218,2639,2
2084,20/09/2020,Dadra and Nagar Haveli and Daman and Diu,2887,208,2677,2
2085,21/09/2020,Dadra and Nagar Haveli and Daman and Diu,2924,229,2693,2
2086,22/09/2020,Dadra and Nagar Haveli and Daman and Diu,2933,220,2711,2
2087,23/09/2020,Dadra and Nagar Haveli and Daman and Diu,2944,198,2744,2
2088,24/09/2020,Dadra and Nagar Haveli and Daman and Diu,2962,205,2755,2
2089,25/09/2020,Dadra and Nagar Haveli and Daman and Diu,2977,190,2785,2
2090,26/09/2020,Dadra and Nagar Haveli and Daman and Diu,2989,182,2805,2
2091,27/09/2020,Dadra and Nagar Haveli and Daman and Diu,2996,163,2831,2
2092,28/09/2020,Dadra and Nagar Haveli and Daman and Diu,3002,152,2848,2
2093,29/09/2020,Dadra and Nagar Haveli and Daman and Diu,3012,133,2877,2
2094,30/09/2020,Dadra and Nagar Haveli and Daman and Diu,3032,120,2910,2
2095,1/10/2020,Dadra and Nagar Haveli and Daman and Diu,3040,109,2929,2
2096,2/10/2020,Dadra and Nagar Haveli and Daman and Diu,3054,113,2939,2
2097,3/10/2020,Dadra and Nagar Haveli and Daman and Diu,3061,100,2959,2
2098,4/10/2020,Dadra and Nagar Haveli and Daman and Diu,3070,101,2967,2
2099,5/10/2020,Dadra and Nagar Haveli and Daman and Diu,3087,105,2980,2
2100,6/10/2020,Dadra and Nagar Haveli and Daman and Diu,3092,99,2991,2
2101,7/10/2020,Dadra and Nagar Haveli and Daman and Diu,3103,101,3000,2
2102,8/10/2020,Dadra and Nagar Haveli and Daman and Diu,3120,108,3010,2
2103,9/10/2020,Dadra and Nagar Haveli and Daman and Diu,3132,105,3025,2
2104,10/10/2020,Dadra and Nagar Haveli and Daman and Diu,3140,101,3037,2
2105,11/10/2020,Dadra and Nagar Haveli and Daman and Diu,3152,100,3050,2
2106,12/10/2020,Dadra and Nagar Haveli and Daman and Diu,3163,102,3059,2
2107,13/10/2020,Dadra and Nagar Haveli and Daman and Diu,3168,102,3064,2
2108,14/10/2020,Dadra and Nagar Haveli and Daman and Diu,3168,85,3081,2
2109,15/10/2020,Dadra and Nagar Haveli and Daman and Diu,3171,79,3090,2
2110,16/10/2020,Dadra and Nagar Haveli and Daman and Diu,3172,71,3099,2
2111,17/10/2020,Dadra and Nagar Haveli and Daman and Diu,3177,66,3109,2
2112,18/10/2020,Dadra and Nagar Haveli and Daman and Diu,3180,59,3119,2
2113,19/10/2020,Dadra and Nagar Haveli and Daman and Diu,3183,54,3127,2
2114,20/10/2020,Dadra and Nagar Haveli and Daman and Diu,3185,43,3140,2
2115,21/10/2020,Dadra and Nagar Haveli and Daman and Diu,3194,39,3153,2
2116,22/10/2020,Dadra and Nagar Haveli and Daman and Diu,3207,44,3161,2
2117,23/10/2020,Dadra and Nagar Haveli and Daman and Diu,3213,47,3164,2
2118,24/10/2020,Dadra and Nagar Haveli and Daman and Diu,3220,51,3167,2
2119,25/10/2020,Dadra and Nagar Haveli and Daman and Diu,3225,50,3173,2
2120,26/10/2020,Dadra and Nagar Haveli and Daman and Diu,3228,51,3175,2
2121,27/10/2020,Dadra and Nagar Haveli and Daman and Diu,3228,50,3176,2
2122,28/10/2020,Dadra and Nagar Haveli and Daman and Diu,3231,48,3181,2
2123,29/10/2020,Dadra and Nagar Haveli and Daman and Diu,3237,51,3184,2
2124,30/10/2020,Dadra and Nagar Haveli and Daman and Diu,3243,49,3192,2
2125,31/10/2020,Dadra and Nagar Haveli and Daman and Diu,3248,49,3197,2
2126,1/11/2020,Dadra and Nagar Haveli and Daman and Diu,3251,39,3210,2
2127,2/11/2020,Dadra and Nagar Haveli and Daman and Diu,3255,34,3219,2
2128,3/11/2020,Dadra and Nagar Haveli and Daman and Diu,3257,34,3221,2
2129,4/11/2020,Dadra and Nagar Haveli and Daman and Diu,3257,30,3225,2
2130,5/11/2020,Dadra and Nagar Haveli and Daman and Diu,3262,32,3228,2
2131,6/11/2020,Dadra and Nagar Haveli and Daman and Diu,3268,36,3230,2
2132,7/11/2020,Dadra and Nagar Haveli and Daman and Diu,3272,37,3233,2
2133,8/11/2020,Dadra and Nagar Haveli and Daman and Diu,3273,32,3239,2
2134,9/11/2020,Dadra and Nagar Haveli and Daman and Diu,3274,26,3246,2
2135,10/11/2020,Dadra and Nagar Haveli and Daman and Diu,3274,23,3249,2
2136,11/11/2020,Dadra and Nagar Haveli and Daman and Diu,3275,20,3253,2
2137,12/11/2020,Dadra and Nagar Haveli and Daman and Diu,3275,18,3255,2
2138,13/11/2020,Dadra and Nagar Haveli and Daman and Diu,3278,21,3255,2
2139,14/11/2020,Dadra and Nagar Haveli and Daman and Diu,3281,20,3259,2
2140,15/11/2020,Dadra and Nagar Haveli and Daman and Diu,3285,20,3263,2
2141,16/11/2020,Dadra and Nagar Haveli and Daman and Diu,3291,22,3267,2
2142,17/11/2020,Dadra and Nagar Haveli and Daman and Diu,3294,19,3273,2
2143,18/11/2020,Dadra and Nagar Haveli and Daman and Diu,3297,21,3274,2
2144,19/11/2020,Dadra and Nagar Haveli and Daman and Diu,3305,29,3274,2
2145,20/11/2020,Dadra and Nagar Haveli and Daman and Diu,3307,31,3274,2
2146,12/3/2020,Delhi,6,6,0,0
2147,13/03/2020,Delhi,6,6,0,0
2148,14/03/2020,Delhi,7,5,1,1
2149,15/03/2020,Delhi,7,4,2,1
2150,16/03/2020,Delhi,7,4,2,1
2151,17/03/2020,Delhi,8,5,2,1
2152,18/03/2020,Delhi,10,7,2,1
2153,19/03/2020,Delhi,12,9,2,1
2154,20/03/2020,Delhi,17,13,3,1
2155,21/03/2020,Delhi,26,20,5,1
2156,22/03/2020,Delhi,29,23,5,1
2157,23/03/2020,Delhi,29,23,5,1
2158,24/03/2020,Delhi,31,24,6,1
2159,25/03/2020,Delhi,30,22,6,2
2160,26/03/2020,Delhi,35,28,6,1
2161,27/03/2020,Delhi,36,29,6,1
2162,28/03/2020,Delhi,39,32,6,1
2163,29/03/2020,Delhi,39,31,6,2
2164,30/03/2020,Delhi,53,45,6,2
2165,31/03/2020,Delhi,97,89,6,2
2166,1/4/2020,Delhi,120,112,6,2
2167,2/4/2020,Delhi,152,144,6,2
2168,3/4/2020,Delhi,219,207,8,4
2169,4/4/2020,Delhi,386,372,8,6
2170,5/4/2020,Delhi,445,424,15,6
2171,6/4/2020,Delhi,503,478,18,7
2172,7/4/2020,Delhi,523,497,19,7
2173,8/4/2020,Delhi,576,546,21,9
2174,9/4/2020,Delhi,669,639,21,9
2175,10/4/2020,Delhi,720,683,25,12
2176,11/4/2020,Delhi,903,865,25,13
2177,12/4/2020,Delhi,1069,1025,25,19
2178,13/04/2020,Delhi,1154,1103,27,24
2179,14/04/2020,Delhi,1510,1452,30,28
2180,15/04/2020,Delhi,1561,1501,30,30
2181,16/04/2020,Delhi,1578,1506,40,32
2182,17/04/2020,Delhi,1640,1551,51,38
2183,18/04/2020,Delhi,1707,1593,72,42
2184,19/04/2020,Delhi,1893,1779,72,42
2185,20/04/2020,Delhi,2003,1886,72,45
2186,21/04/2020,Delhi,2081,1603,431,47
2187,22/04/2020,Delhi,2156,1498,611,47
2188,23/04/2020,Delhi,2248,1476,724,48
2189,24/04/2020,Delhi,2376,1518,808,50
2190,25/04/2020,Delhi,2514,1604,857,53
2191,26/04/2020,Delhi,2625,1702,869,54
2192,27/04/2020,Delhi,2918,1987,877,54
2193,28/04/2020,Delhi,3108,2177,877,54
2194,29/04/2020,Delhi,3314,2182,1078,54
2195,30/04/2020,Delhi,3439,2291,1092,56
2196,1/5/2020,Delhi,3515,2362,1094,59
2197,2/5/2020,Delhi,3738,2510,1167,61
2198,3/5/2020,Delhi,4122,2802,1256,64
2199,4/5/2020,Delhi,4549,3123,1362,64
2200,5/5/2020,Delhi,4898,3403,1431,64
2201,6/5/2020,Delhi,5104,3572,1468,64
2202,7/5/2020,Delhi,5532,3925,1542,65
2203,8/5/2020,Delhi,5980,3983,1931,66
2204,9/5/2020,Delhi,6318,4230,2020,68
2205,10/5/2020,Delhi,6542,4449,2020,73
2206,11/5/2020,Delhi,6923,4781,2069,73
2207,12/5/2020,Delhi,7233,5031,2129,73
2208,13/05/2020,Delhi,7639,5041,2512,86
2209,14/05/2020,Delhi,7998,5034,2858,106
2210,15/05/2020,Delhi,8470,5310,3045,115
2211,16/05/2020,Delhi,8895,5254,3518,123
2212,17/05/2020,Delhi,9333,5278,3926,129
2213,18/05/2020,Delhi,10054,5409,4485,160
2214,19/05/2020,Delhi,10054,5401,4485,168
2215,20/05/2020,Delhi,10554,5636,4750,168
2216,21/05/2020,Delhi,11088,5720,5192,176
2217,22/05/2020,Delhi,11659,5898,5567,194
2218,23/05/2020,Delhi,12319,6214,5897,208
2219,24/05/2020,Delhi,12910,6412,6267,231
2220,25/05/2020,Delhi,13418,6617,6540,261
2221,26/05/2020,Delhi,14053,7006,6771,276
2222,27/05/2020,Delhi,14465,6954,7223,288
2223,28/05/2020,Delhi,15257,7690,7264,303
2224,29/05/2020,Delhi,16281,8470,7495,316
2225,30/05/2020,Delhi,17386,9142,7846,398
2226,31/05/2020,Delhi,18549,10058,8075,416
2227,1/6/2020,Delhi,19844,10893,8478,473
2228,2/6/2020,Delhi,20834,11565,8746,523
2229,3/6/2020,Delhi,22132,12333,9243,556
2230,4/6/2020,Delhi,23645,13497,9542,606
2231,5/6/2020,Delhi,25004,14456,9898,650
2232,6/6/2020,Delhi,26334,15311,10315,708
2233,7/6/2020,Delhi,27654,16229,10664,761
2234,8/6/2020,Delhi,27654,16229,10664,761
2235,9/6/2020,Delhi,29943,17712,11357,874
2236,10/6/2020,Delhi,31309,18543,11861,905
2237,11/6/2020,Delhi,32810,19581,12245,984
2238,12/6/2020,Delhi,34687,20871,12731,1085
2239,13/06/2020,Delhi,36824,22212,13398,1214
2240,14/06/2020,Delhi,38958,22742,14945,1271
2241,15/06/2020,Delhi,41182,24032,15823,1327
2242,16/06/2020,Delhi,42829,25002,16427,1400
2243,17/06/2020,Delhi,44688,26351,16500,1837
2244,18/06/2020,Delhi,47102,27741,17457,1904
2245,19/06/2020,Delhi,49979,26669,21341,1969
2246,20/06/2020,Delhi,53116,27512,23569,2035
2247,21/06/2020,Delhi,56746,23340,31294,2112
2248,22/06/2020,Delhi,59746,24558,33013,2175
2249,23/06/2020,Delhi,62655,23820,36602,2233
2250,24/06/2020,Delhi,66602,24988,39313,2301
2251,25/06/2020,Delhi,70390,26588,41437,2365
2252,26/06/2020,Delhi,73780,26586,44765,2429
2253,27/06/2020,Delhi,77240,27657,47091,2492
2254,28/06/2020,Delhi,80188,28329,49301,2558
2255,29/06/2020,Delhi,83077,27847,52607,2623
2256,30/06/2020,Delhi,85161,26246,56235,2680
2257,1/7/2020,Delhi,87360,26270,58348,2742
2258,2/7/2020,Delhi,89802,27007,59992,2803
2259,3/7/2020,Delhi,92175,26304,63007,2864
2260,4/7/2020,Delhi,94695,26148,65624,2923
2261,5/7/2020,Delhi,97200,25940,68256,3004
2262,6/7/2020,Delhi,99444,25038,71339,3067
2263,7/7/2020,Delhi,100823,25620,72088,3115
2264,8/7/2020,Delhi,102831,25449,74217,3165
2265,9/7/2020,Delhi,104864,23452,78199,3213
2266,10/7/2020,Delhi,107051,21567,82226,3258
2267,11/7/2020,Delhi,109140,21146,84694,3300
2268,12/7/2020,Delhi,110921,19895,87692,3334
2269,13/07/2020,Delhi,112494,19155,89968,3371
2270,14/07/2020,Delhi,113740,19017,91312,3411
2271,15/07/2020,Delhi,115346,18664,93236,3446
2272,16/07/2020,Delhi,116993,17807,95699,3487
2273,17/07/2020,Delhi,118645,17407,97693,3545
2274,18/07/2020,Delhi,120107,17235,99301,3571
2275,19/07/2020,Delhi,121582,16711,101274,3597
2276,20/07/2020,Delhi,122793,16031,103134,3628
2277,21/07/2020,Delhi,123747,15166,104918,3663
2278,22/07/2020,Delhi,125096,15288,106118,3690
2279,23/07/2020,Delhi,126323,14954,107650,3719
